latitude,longitude,line_name,color
13.710856,100.409493,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.711999356517108,100.42332849260013,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.713106254401968,100.43716706354576,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.717145056639168,100.45038789146749,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.72332622645051,100.46269519744075,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.730002143981912,100.47474566105564,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.738299081479663,100.48471904026071,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.744252743625614,100.49470453323696,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.745844049083153,100.50538021953669,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.737698620710981,100.51639281045532,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.732443066032328,100.52918017937428,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.72716170248378,100.54195558774978,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.721890485670777,100.5547368043844,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.729342642705623,100.56003448271255,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.74246660135413,100.56210045222609,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.755673437842868,100.56490045151183,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.767411876468863,100.57120557148721,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.780325610396488,100.57373841285958,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.793801601353593,100.57436259818377,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.806499791666198,100.57300524126637,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.81326317176551,100.560987005314,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.803941552417701,100.55378773727313,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.800665280265585,100.54462338213068,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.806034424787638,100.5319804152719,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.80601039404267,100.51817290912368,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.797616637261166,100.5087275247926,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.787784282816924,100.49949045050765,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.780410438631234,100.48786171394279,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.770020828173333,100.4790441282734,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.759657116867643,100.47015460409372,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.746477252510541,100.47013188172005,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.733248470933754,100.47218900134484,MRT Blue Line (Tha Phra → Lak Song),#1E398D
13.7109118,100.4094821,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.712048587429102,100.42331822847234,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.713163173507917,100.43715630859329,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.717186028583622,100.45038165840404,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.723367067728615,100.46268934519523,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.730053716203551,100.47473626338483,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.738363882962139,100.48467732224245,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.7443454452034,100.49455128866984,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.745991325268982,100.50519670878839,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.73796931799045,100.51624961651007,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.732562436246502,100.52896433068717,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.727301974762291,100.54174974362668,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.722145960156011,100.55457891723339,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.729493535673761,100.55976235067413,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.74257839257051,100.56203981242898,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.755795693469903,100.5647764864454,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.767570647358637,100.57104701393132,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.78047434051392,100.57358058428805,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.793949344735934,100.57423144436548,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.80653404913889,100.57269786146546,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.813263161644265,100.5606586513202,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.803427587401893,100.55364565328104,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.800816777134797,100.5443254093376,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.806034953008238,100.5316165956826,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.80587883957843,100.51781551017235,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.797256389275637,100.5085289371773,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.787506778328893,100.49920824220145,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.780105970117033,100.48760892622326,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.769700206406522,100.47880806149234,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.759334231431083,100.46992098304048,MRT Blue Line (Lak Song → Tha Phra),#1E398D
13.74605647282776,100.47020748265633,MRT Blue Line (Lak Song → Tha Phra),#1E398D
